"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
"1427"|"The Remains of the Day"|"A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTM2NzIwMTM5NV5BMl5BanBnXkFtZTcwNjQ2MTYyMQ@@._V1_SX300.jpg"|"John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson"|"UK, USA"|"English, French, German"|"134 min"|1993
"1428"|"The Jungle Book 2"|"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild."|"Adventure, Animation, Family"|"http://ia.media-imdb.com/images/M/MV5BNDk2NTk1NzQxN15BMl5BanBnXkFtZTYwMDMyMTg5._V1_SX300.jpg"|"John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk"|"USA, Australia"|"English"|"72 min"|2003
"1429"|"Baseball"|"Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends."|"Comedy, Romance, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTUyNzQ4Mjc2NF5BMl5BanBnXkFtZTcwMjY5MDEzMQ@@._V1_SX300.jpg"|"Tom Selleck, Ken Takakura, Aya Takanashi, Dennis Haysbert"|"USA, Japan"|"English, Japanese"|"108 min"|1992
"1430"|"The Big Bounce"|"A small-time con artist and a Hawaiian real estate developer's mischevious, enterprising mistress team up for a potential $200,000 score."|"Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTU5NDM5ODEyM15BMl5BanBnXkFtZTYwMTcyMTY3._V1_SX300.jpg"|"Owen Wilson, Butch Helemano, Charlie Sheen, Vinnie Jones"|"USA"|"English"|"88 min"|2004
"1431"|"Taking Sides"|"A tale based on the life of Wilhelm Furtwangler, the controversial conductor of the Berlin Philharmonic whose tenure coincided with the controversial Nazi era. One of the most spectacular ..."|"Drama, Music, War"|"http://ia.media-imdb.com/images/M/MV5BMTY0NjA0NTk4M15BMl5BanBnXkFtZTcwNDkzODYyMQ@@._V1_SX300.jpg"|"Harvey Keitel, Stellan Skarsgård, Moritz Bleibtreu, Birgit Minichmayr"|"France, UK, Germany, Austria"|"English, Russian, French, German"|"108 min"|2001
"1432"|"10 to Midnight"|"A LAPD detective is on the trail of a very handsome young man who had been seducing and slashing many young women to death."|"Crime, Drama, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTc3NzY4NjQ5MV5BMl5BanBnXkFtZTcwNjQ3MzcyNA@@._V1_SX300.jpg"|"Charles Bronson, Lisa Eilbacher, Andrew Stevens, Gene Davis"|"USA"|"English"|"101 min"|1983
"1433"|"Looking for an Echo"|"The lead singer of an oldies group reminisces about the good ol' days and a potential comeback."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQwNzYyMDI2M15BMl5BanBnXkFtZTcwNTE1NTgxMQ@@._V1_SX300.jpg"|"Armand Assante, Diane Venora, Joe Grifasi, Tom Mason"|"USA"|"English"|"97 min"|2000
"1434"|"Bicentennial Man"|"An android endeavors to become human as he gradually acquires emotions."|"Comedy, Drama, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTczMzQyNTgxMF5BMl5BanBnXkFtZTYwMDY5MzI5._V1_SX300.jpg"|"Robin Williams, Embeth Davidtz, Sam Neill, Oliver Platt"|"USA, Germany"|"English"|"132 min"|1999
"1435"|"The Tailor of Panama"|"A tailor living in Panama reluctantly becomes a spy for a British agent."|"Drama, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTY2ODcxMDAyMV5BMl5BanBnXkFtZTYwNTEzNjc2._V1_SX300.jpg"|"Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis, Leonor Varela"|"USA, Ireland"|"English, Spanish"|"109 min"|2001
"1436"|"White Sands"|"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation."|"Action, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTk0MTgwNDM4N15BMl5BanBnXkFtZTcwNDY5MDMyMQ@@._V1_SX300.jpg"|"Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson"|"USA"|"English"|"101 min"|1992
"1437"|"Mr. Jones"|"The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BNjg1OTc2NjU5OV5BMl5BanBnXkFtZTcwNjMwNDAyMQ@@._V1_SX300.jpg"|"Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin"|"USA"|"English"|"114 min"|1993
"1438"|"A Price Above Rubies"|"About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life"|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTgwMDA3MDk2MV5BMl5BanBnXkFtZTcwNTMxMDMyMQ@@._V1_SX300.jpg"|"Renée Zellweger, Christopher Eccleston, Julianna Margulies, Allen Payne"|"UK, USA"|"English"|"117 min"|1998
"1439"|"Lion of the Desert"|"In the Fascist Italy Pre-World War II of Benito Mussolini, the cruel General Rodolfo Graziani is directly assigned by Il Duce to fight in the colonial war in Libya to vanquish the Arab ..."|"Biography, Drama, History"|"http://ia.media-imdb.com/images/M/MV5BNzgxMzM0MzAxNF5BMl5BanBnXkFtZTcwOTM5NjIzMQ@@._V1_SX300.jpg"|"Anthony Quinn, Oliver Reed, Irene Papas, Raf Vallone"|"Libya, USA"|"English"|"173 min"|1980
"1440"|"The Crossing Guard"|"Freddie Gale is a seedy jeweler who has sworn to kill the drunk driver who killed his little girl."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTI3MzcxNTIzMl5BMl5BanBnXkFtZTcwMDM1NzAyMQ@@._V1_SX300.jpg"|"Jack Nicholson, David Morse, Anjelica Huston, Robin Wright"|"USA"|"English"|"111 min"|1995
"1441"|"Hidden Agenda"|"When an American human rights lawyer is assassinated in Belfast, it remains for the man's girlfriend, as well as a tough, no nonsense, police detective to find the truth... which they soon ..."|"Drama, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTIwMDc5NjQ3M15BMl5BanBnXkFtZTcwNTA4MDIyMQ@@._V1_SX300.jpg"|"Frances McDormand, Brian Cox, Brad Dourif, Mai Zetterling"|"UK"|"English"|"108 min"|1990
"1442"|"Lethal Weapon 4"|"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with a deadly Chinese crimelord trying to get his brother out of prison."|"Action, Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTU0OTc5NjI3OV5BMl5BanBnXkFtZTcwNTg5NDEyMQ@@._V1_SX300.jpg"|"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo"|"USA"|"English, Cantonese, Mandarin"|"127 min"|1998
"1443"|"Man on the Train"|"A teacher and a gangster meet by chance in a small town pharmacy. As a friendship of sorts develops between these opposite personalities, each starts to envy the other and by the week's end..."|"Crime, Drama, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTM2NDM0MDcwNV5BMl5BanBnXkFtZTcwODgxMjQyMQ@@._V1_SX300.jpg"|"Jean Rochefort, Johnny Hallyday, Jean-François Stévenin, Charlie Nelson"|"France, UK, Germany, Japan"|"French"|"90 min"|2002
"1444"|"The Piano Lesson"|"1930's Pittsburgh, a brother comes home to claim \"my half of the piano\", a family heirloom; but his sister is not wanting to part with it. This is a glimpse of the conditions for ..."|"Drama, Music"|"http://ia.media-imdb.com/images/M/MV5BMTU1NDIwNTQ4OF5BMl5BanBnXkFtZTcwODY0NzAzMQ@@._V1_SX300.jpg"|"Charles S. Dutton, Alfre Woodard, Carl Gordon, Tommy Hollis"|"USA"|"English"|"95 min"|1995
"1445"|"800 Leagues Down the Amazon"|"N/A"|"Animation, Adventure"|"N/A"|"N/A"|"France"|"French"|"48 min"|2001
"1446"|"Fortress 2"|"7 years after the original Fortress movie, Brennick along with the rebels are captured and sent to a new, more sophisticated fortress prison, in outer space."|"Action, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTIxNzM2MTYxOF5BMl5BanBnXkFtZTcwMjY1MjkyMQ@@._V1_SX300.jpg"|"Christopher Lambert, Aidan Ostrogovich, David Roberson, Liz May Brice"|"USA, Luxembourg"|"English"|"92 min"|2000
"1447"|"The Thin Blue Lie"|"A spine-chilling thriller about a courageous young reporter who risks his life and career to go deep into police abuse within homicide."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMjkxOTc2OTUzM15BMl5BanBnXkFtZTYwMjYxNDg5._V1_SX300.jpg"|"Rob Morrow, Randy Quaid, Paul Sorvino, Cynthia Preston"|"USA"|"English"|"97 min"|2000
"1448"|"Welcome to the Dollhouse"|"An unattractive seventh grader struggles to cope with inattentive parents, snobbish classmates, a smart older brother, an attractive younger sister, and her own insecurities in suburban New Jersey."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTcxMzk5NzY4OV5BMl5BanBnXkFtZTcwNzcxNTgxMQ@@._V1_SX300.jpg"|"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal"|"USA"|"English"|"88 min"|1995
"1449"|"Revolution OS"|"While Microsoft may be the biggest software company in the world, not every computer user is a fan of their products, or their way of doing business. While Microsoft's Windows became the ..."|"Documentary, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTgyNDU0NTIwNV5BMl5BanBnXkFtZTcwNzE4MDQyMQ@@._V1_SX300.jpg"|"Linus Torvalds, Richard M. Stallman, Eric Raymond, Bruce Perens"|"USA"|"English, Swedish"|"85 min"|2001
"1450"|"The Parent Trap"|"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."|"Adventure, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTgwOTY0NTA3NV5BMl5BanBnXkFtZTcwMTQ2ODgyMQ@@._V1_SX300.jpg"|"Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix"|"USA"|"English, French"|"128 min"|1998
"1451"|"My First Mister"|"A 17-year-old girl has a troubled relationship with a 49-year-old man."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTI0NjAyNjg4N15BMl5BanBnXkFtZTYwMTUwMzg5._V1_SX300.jpg"|"Rutanya Alda, Natasha Braisewell, Albert Brooks, Henry Brown"|"Germany, USA"|"English"|"109 min"|2001
"1452"|"Hangmen"|"After the Nazi administrator of Czechoslovakia is shot, his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed."|"Drama, Film-Noir, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTAzNjcyMTQyNTBeQTJeQWpwZ15BbWU4MDAwMTY2ODIx._V1_SX300.jpg"|"Brian Donlevy, Walter Brennan, Anna Lee, Gene Lockhart"|"USA"|"English, German"|"134 min"|1943
"1453"|"My Dog Skip"|"A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip."|"Drama, Family, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTc1NDgxMjg5MV5BMl5BanBnXkFtZTYwNTUxODc5._V1_SX300.jpg"|"Frankie Muniz, Diane Lane, Luke Wilson, Kevin Bacon"|"USA"|"English, German"|"95 min"|2000
"1454"|"Gorillas in the Mist"|"The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them."|"Biography, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTk2NzkwMjM1MV5BMl5BanBnXkFtZTYwMDQzNDM5._V1_SX300.jpg"|"Sigourney Weaver, Bryan Brown, Julie Harris, John Omirah Miluwi"|"USA"|"English"|"129 min"|1988
"1455"|"Logan's Run"|"An idyllic sci-fi future has one major drawback: life must end at the age of 30."|"Action, Adventure, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMjA2NTI4NDY1MF5BMl5BanBnXkFtZTgwMTg0NjAxMDE@._V1_SX300.jpg"|"Michael York, Richard Jordan, Jenny Agutter, Roscoe Lee Browne"|"USA"|"English"|"119 min"|1976
"1456"|"Hollow Man"|"Scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them."|"Horror, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3MTI2M15BMl5BanBnXkFtZTYwMTM0Mjc3._V1_SX300.jpg"|"Elisabeth Shue, Kevin Bacon, Josh Brolin, Kim Dickens"|"USA, Germany"|"English"|"112 min"|2000
"1457"|"The Purple Rose of Cairo"|"In New Jersey in 1935, a movie character walks off the screen and into the real world."|"Comedy, Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTUyODM2ODI0OF5BMl5BanBnXkFtZTcwOTIwMzg4NA@@._V1_SX300.jpg"|"Mia Farrow, Jeff Daniels, Danny Aiello, Irving Metzman"|"USA"|"English"|"82 min"|1985
"1458"|"Impostor"|"In the future, an alien race uses androids as bombs to attack Earth. A government weapons specialist is accused of being one such android and sets out to prove his innocence."|"Drama, Mystery, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTQ2NDk5MDgxOF5BMl5BanBnXkFtZTcwMDA2MzMyMQ@@._V1_SX300.jpg"|"Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, Tony Shalhoub"|"USA"|"English"|"95 min"|2001
"1459"|"Paper Moon"|"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."|"Comedy, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTc0MTExNDczOV5BMl5BanBnXkFtZTcwODY4MjQyMQ@@._V1._CR9,44,316,430_SY132_CR4,0,89,132_AL_.jpg_V1_SX300.jpg"|"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman"|"USA"|"English"|"102 min"|1973
"1460"|"Power"|"A career thief witnesses a horrific crime involving the U.S. President."|"Action, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjA0NTYxMzY2NF5BMl5BanBnXkFtZTcwNTg5NjIyMQ@@._V1_SX300.jpg"|"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney"|"USA"|"English, Spanish"|"121 min"|1997
"1461"|"Remember Me"|"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg"|"Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy"|"USA"|"English, Chinese"|"113 min"|2010
"1462"|"Shadow of Doubt"|"A young woman discovers her visiting \"Uncle Charlie\" may not be the man he seems to be."|"Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTYwNzk3MjcxMl5BMl5BanBnXkFtZTgwNzIzOTU0MjE@._V1_SX300.jpg"|"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers"|"USA"|"English"|"108 min"|1943
"1463"|"Mannequin"|"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life."|"Comedy, Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_SX300.jpg"|"Andrew McCarthy, Kim Cattrall, Estelle Getty, James Spader"|"USA"|"English"|"90 min"|1987
"1464"|"The Fearless Vampire Killers"|"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress."|"Comedy, Horror"|"http://ia.media-imdb.com/images/M/MV5BMTc1MzAxMDUzNl5BMl5BanBnXkFtZTcwNTc5OTYyMQ@@._V1_SX300.jpg"|"Jack MacGowran, Alfie Bass, Jessie Robins, Sharon Tate"|"USA, UK"|"English"|"91 min"|1967
"1465"|"The Man Who Fell to Earth"|"Thomas Jerome Newton is a humanoid alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return ..."|"Sci-Fi, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQ1MDc5NTg1N15BMl5BanBnXkFtZTcwODUyNDk5MQ@@._V1_SX300.jpg"|"David Bowie, Rip Torn, Candy Clark, Buck Henry"|"UK"|"English"|"139 min"|1976
"1466"|"The Hudsucker Proxy"|"A naive business graduate is installed as president of a manufacturing company as part of a stock scam."|"Comedy, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTgzNjE1Mjk5MV5BMl5BanBnXkFtZTcwNDQwOTkyMQ@@._V1_SX300.jpg"|"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning"|"UK, Germany, USA"|"English, Finnish"|"111 min"|1994
"1467"|"The Suburbans"|"An 80's one-hit wonder band named The Suburbans reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in the ..."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTg3OTMzNjE2OV5BMl5BanBnXkFtZTcwNjY4MTkxMQ@@._V1_SX300.jpg"|"Donal Lardner Ward, Tony Guma, Craig Bierko, Will Ferrell"|"USA"|"English"|"81 min"|1999
"1468"|"The Thin Man"|"Nick and Nora Charles, a former detective and his rich, playful wife, investigate a murder case mostly for the fun of it."|"Comedy, Crime, Mystery"|"http://ia.media-imdb.com/images/M/MV5BNzQ5OTA0NTQzMl5BMl5BanBnXkFtZTgwODk5MjQ2MzE@._V1_SX300.jpg"|"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton"|"USA"|"English"|"91 min"|1934
"1469"|"Random Hearts"|"After the death of their loved ones in a tragic plane crash Harrison Ford and Kristin Scott Thomas find each others' keys in each others loved ones' possessions and realize that they were ..."|"Drama, Mystery, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTQzNjMzOTU5NV5BMl5BanBnXkFtZTYwODkyNzE5._V1_SX300.jpg"|"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt"|"USA"|"English"|"133 min"|1999
"1470"|"Girl with a Pearl Earring"|"A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works."|"Biography, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTU4NjU3NjA0N15BMl5BanBnXkFtZTcwNjI4MTQyMQ@@._V1_SX300.jpg"|"Colin Firth, Scarlett Johansson, Tom Wilkinson, Judy Parfitt"|"UK, Luxembourg"|"English"|"100 min"|2003
"1471"|"The Mirror Has Two Faces"|"Rose and Gregory, both Columbia University professors meet when Rose's sister answers Gregory's \"personals\" ad. Several times burned, the handsome-but-boring Gregory believes that sex has ..."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BNTEyNzUyNTcwM15BMl5BanBnXkFtZTYwMTc3NDI5._V1_SX300.jpg"|"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal"|"USA"|"English"|"126 min"|1996
"1472"|"Manhattan Murder Mystery"|"A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead."|"Comedy, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTg0MzIyNjQ1NF5BMl5BanBnXkFtZTcwODU2MjYxMQ@@._V1_SX300.jpg"|"Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen"|"USA"|"English"|"104 min"|1993
"1473"|"Under Suspicion"|"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. This will only take ten minutes, they say, but it turns out to be one ..."|"Crime, Drama, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTg5NDAzMjA1MF5BMl5BanBnXkFtZTcwNzAzMDcxMQ@@._V1_SX300.jpg"|"Gene Hackman, Morgan Freeman, Thomas Jane, Monica Bellucci"|"France, USA"|"English, Italian, Spanish"|"110 min"|2000
"1474"|"The Cabinet of Dr. Caligari"|"Dr. Caligari's somnambulist, Cesare, and his deadly predictions."|"Fantasy, Horror, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTY1NzIxOTcxM15BMl5BanBnXkFtZTgwMjY0ODgwNzE@._V1_SX300.jpg"|"Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover"|"Germany"|"German"|"67 min"|1920
"1475"|"At First Sight"|"A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTI3NjIzMzk0MF5BMl5BanBnXkFtZTcwMjc2NjAyMQ@@._V1_SX300.jpg"|"Val Kilmer, Mira Sorvino, Kelly McGillis, Steven Weber"|"USA"|"English"|"128 min"|1999
"1476"|"Jeremiah Johnson"|"A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians, and proves to be a match for their warriors in one-on-one combat on the early frontier."|"Adventure, Drama, Western"|"http://ia.media-imdb.com/images/M/MV5BMTc2NDQ5MTA1Nl5BMl5BanBnXkFtZTcwNDEzODQ2Mw@@._V1_SX300.jpg"|"Robert Redford, Will Geer, Delle Bolton, Josh Albee"|"USA"|"English, Crow, French"|"108 min"|1972
"1477"|"X: The Man With The X-Ray Eyes"|"A doctor uses special eye drops to give himself x-ray vision, but the new power has disastrous consequences."|"Horror, Sci-Fi, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTUwMDg2NzY3MF5BMl5BanBnXkFtZTgwNzQyMDkwMzE@._V1_SX300.jpg"|"Ray Milland, Diana Van der Vlis, Harold J. Stone, John Hoyt"|"USA"|"English"|"79 min"|1963
"1478"|"Rio Bravo"|"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."|"Action, Drama, Western"|"http://ia.media-imdb.com/images/M/MV5BMTI2OTA4NTcyOF5BMl5BanBnXkFtZTYwMTIxMjA5._V1_SX300.jpg"|"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson"|"USA"|"English, Spanish"|"141 min"|1959
